@RELATION 	Feature16

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"יש כל מה שצריך שיהיה בטלפון  טלפון מעולה ויפה של סוני  קל וקומפקטי  יש לי אותו כחודש  חומרה יציבה מאד ועדכנית  זרימה טובה  מעבד חזק מאד  2g זיכרון ram אינטרנט חלק ומהיר מאד  מצלמה מעולה שמוציאה תמונות נהדרות ומאד חדות  צבעים יפים  גם בלילה תמונות מוארות ויפות  חיישן גדול  המון אפשרויות צילום קישוריות חזקה  איכות שמע אודיו מעולה בשני רמקולים סטראו  עדין עמוק ואיכותי  גם באוזניות  ספיקר טוב ומספק שידורים חיים באינטרנט ומאפליקציות  נשמעים נהדר וחזק ולא נקטעים כל רגע  פשוט לשימוש ואינטואיטיבי  קליטה מעולה",Positive
"האוזניות שאני קיבלתי המיקרופון חלש מאוד  לא שומעים אותי כשאני מדבר עם אנשים",Negative
"3  כבל הusb שמשמש לטעינה קצר מדי לטעמי",Negative
"אם אתם משתמשים גם בנרתיק עור בנוסף לכיסוי  רכשו נרתיק יותר גדול  מכשיר זה עם כיסוי משתווה  בערך לדגם s2",Negative
"בינתיים גם עם תוכנה ייעודית של סמסונג  עדיין לא הצלחתי להתחבר למכשיר דרך usb",Negative
"אין חריץ לכרטיס זיכרון חיצוני",Negative
"המטענים המקוריים והלא מקוריים מתכלים בקלות",Negative
"מוזיקה באוזניות אפשר לשמוע במקום שקט  אבל בחוץ   האוזניות לא מספיק אוטמות והסאונד לא מספיק טוב כדי להתגבר על רעשים מבחוץ",Negative
"מה שדורש תשומת לב מיוחדת לגבי הפלאפון הוא חיבור האוזניות  החיבור הוא אינו סטנדרטי  ומה שזה אומר זה שלרוב רק אוזניות של סוני ואוזניות פשוטות יעבדו עליו  זה יכול להוות בעיה רצינית למי שמתכוון לשמוע מוזיקה איכותית מהמכשיר",Negative
"מה שכן  האוזניות שסמסונג מספקת לטלפון לא הפיקו צליל יפה לטעמי בשמיעת מוסיקה  רצוי להשתמש באוזניות איכותיות למטרה זו   אגב  שימו לב שכניסת ה 3 5 מ מ של האוזניות ממוקמת למטה  ולא למעלה כברוב הפלאפונים  לדעתי זה לא הופך את חווית השימוש באוזניות לבעייתית",Negative
"עם אוזניות שומעים חלש עוד יותר בשיחות",Negative
"אין אופציה לכרטיס זכרון והחלפת סוללה",Negative
"הכל שם חסום  הכל מעצבן  אפילו בדברים בסייסים הוא ממש מעצבן למשל אי אפשר אי אפשר להכניס כרטיס זיכרון  אי אפשר לשלוח קבצים דרך הבלוטוס  צריך  נאנו סים סים יחודי שאין בשום מכשיר חוץ מאייפון",Negative
"מערכת פעלה מסורבלת  ולעביר למכשיר שיר מהחבשב סיוט במכשיר אין אפשרות לכרטיס זיכרון",Negative
"כלומר המעבד והאנדרואיד עובדים טוב אבל המסביב  סוללה בלתי ניתנת להחלפה וחימום המכשיר בזמן גלישה או משחק קל מאוד מכבידים",Negative
"הוספתי לי את הכיסוי החכם  האורגינל ב 169 שח מאילת  ומגן מסך איכותי להשלמת האיבזור",Neutral
"חריץ ההרחבה לכרטיס הזיכרון",Neutral
"בנוסף  המכשיר מגיע עם אוזניות לא רעות ושלט קטן",Neutral
"האוזניות של סוני אריקסון שמקבלים יחד  עם המכשיר לא רעות וכניסת ה3 5 הרגילה מאפשרת לחבר אוזניות יותר איכותיות  בניגוד למכשירי סוני אריקסון אחרים",Neutral
"משהו גם חשוב  ההחלפה של המסך במקרה שהוא נשבר זה 1700 שקל לפי מוכר שאני קניתי ממנו  והוא נשבר בקלות העמידות שלו לא גבוהה לעומת הs5  לכן כדאי לקחת את זה בחשבון  ולקנות כיסוי טוב ולהשתמש בו באופן זהיר",Neutral
