@RELATION 	Feature14

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"שיפור ניכר בחומרים שמהם בנוי האייפון לעומת מכשירים אחרים שבנוים מפלסטיק זול מסך מהמם",Positive
"נתחיל בכך שהאייפון 5 מכשיר פשוט יפייפה לכל עין",Positive
"עיצוב מדהים ממשק מגניב רמקולים מעולים מסך מדהים",Positive
"לטלפון מסך גדול ונוח שעוזר לקריאה הוא יפה",Positive
"טלפון מעולה מגיב מהיר אלגנטי",Positive
"עובד חלק ללא תקיעות עיצוב מדהים",Positive
"נראה ומרגיש לא פחות יפהו ואיכותי מאייפון אבל מבחינת מערכת ההפעלה הרבה יותר נוח וגמיש ובעיקר לא מגביל למשתמש",Positive
"מעוצב יפה ועוד הרבה הרבה אפשרויות",Positive
"מהיר יעיל ויפה",Positive
"ואיכות בנייה וחומרים טובה מאי פעם",Positive
"זיכרון 16 ג יגה בייט נוח מאוד לשימוש ועיצוב יפה מאוד",Positive
"העיצוב שלו עם הכפתורים מאחורה מאוד נוח מכיוון שהוא עם מסך גדול להפעיל אותו מאחורה מאוד נוח",Positive
"אהבתי מאוד שהלחצנים הפיזיים נמצאים בגב המכשיר מונע לחלוטין את הלחיצות המעצבנות האלה שנעשות בטעות וגם את הנקישה הכפולה בכדי להעיר/לסגור את המכשיר",Positive
"ההמלצה שלי ללכת על הצבע הלבן וחשוב לשים כיסוי מגן מפני נפילות כי האייפון מאוד רגיש מפני נפילות",Positive
"מכשיר מדהים ומהיר בטירוף חסין למים ואבק ממליץ לכולם על הצבע cooper שזה סוג של חום הזוי חזק יותר מכל מכשיר אחר ללא ספק עברתי מ htc one m8",Positive
"הכיסוי האחורי נוח ומונע נטייה לנפילות מחוספס כזה שלא רגיש לשריטות או משטחים לא חלקים",Positive
"מכשיר מדהים מהיר ויוקרתי שווה כל שקל עברתי מאייפון לא מתחרט לרגע",Positive
"ציפתי למכשיר טוב בסטנדרטים נורא גבוהים וכך קיבלתי אני ממליץ לכולם מכשיר מדהים ביופיו אפשר לשבת שעות ולראות איזה יפה הוא וגם להנות מכל יתרונותיו",Positive
"כפתורי ווליום בגב המכשיר אחת הסיבות שבגללה בחרתי במכשיר",Positive
"יש כל מה שצריך שיהיה בטלפון טלפון מעולה ויפה של סוני קל וקומפקטי יש לי אותו כחודש",Positive
"מכשיר יפה ואלגנטי מסך קטן ולא מספיק חד לעומת מכשירי אנדרואידים אחרים",Positive
"המכשיר נראה טוב בעל מצלמה קדמית ואחורית איכותיות ממש",Positive
"מצלמה מהירה וועוצמת הקול חזקים מאוד ולפני שקניתי הטלפון נראה יפה",Positive
"עיצוב יפה",Positive
"סוללה שמספיקה ליום עבודה שיפור רב לעומת הדגם הקודם גימור כמו שרק אפל יודעים לעשות",Positive
"עם המסך הטוב בעולם של 469ppl ואיכות סאונד של שני רמקולים ומצלמה איכותית של 4 אלטרא פקסל ואיכות בנייה מעולה ויפה שאין מה לדבר פשוט אליגנט",Positive
"עיצוב נוח",Positive
"הכול עובד חלק בלי תקיעות 64gb שזה מצוין סוללה חזקה מאוד עיצוב יפה מכשיר פצצה אין מילים",Positive
"ובנוסף המכשיר עצמו יפה בטירוף ומשדר יוקרה וסטייל",Positive
"לסיכום מכשיר מאוד כיפי נוח מהיר יפה אך למי שיש לו אייפון 4 לא נראה כלכך חשוב לשדרג במלים אחרות מכשיר מדהיםם",Positive
"הגודל הפיזי של המכשיר לדעתי אידיאלי המון פיצ רים מגניבים גוף אלומיניום המסך אדיר",Positive
"העיצוב מאוד נוח כל התפעול של המכשיר מאוד קל",Positive
"עיצוב מדהים גירסה שחורה קל לתפעל אותו למי שהיה אנדרואיד בעבר משתמשי האייפון לא כ כ יתרגלו בהתחלה",Positive
"קניתי את המכשיר בארה ב את גרסת ה64 גיגה בארץ לא קיים לצערי המכשיר הרבה יותר איכותי ממכשירים אחרים מבית סמסונג או סוני מבחינת בנייה",Positive
"דק נוח עיצוב יפה",Positive
"מעוצב יפה מאוד קל מאוד",Positive
"רמקול המכשיר ממוקם במקום שיכול להתגלות כבעייתי בגב המכשיר עקב כך חווית השמע נפגעת כאשר המכשיר מונח על השולחן",Negative
"אבל יש הרבה בעיות ייצור בכזה מחיר חוסר בקרה זה נורמלי?? ? לדוגמא כפתור הנעילה נהיה בעייתי אחרי חודשיים שימוש וצריך ללחוץ בשיא הכוח בחלק השמאלי של הכפתור",Negative
"די אכזבה חוץ מהמצלמה שהיא באמת מעולה העיצוב לא יפה אפילו את הלבןו הפוכו ללבן עם כסף שזה פחות יפה הוא גם ארוך מדי",Negative
"מעדיף את כפתור החזור והתפריט מובנים במכשיר כמו ב s2",Negative
"איכות חומרים נמוכה ביותר",Negative
"למי שאין ציפורנים קצת קשה לפתוח את המכסה של הכניסה של המטען אבל זה משתלם בגלל שככה הוא נגד מים",Negative
"הטעינה נמצאת למטה ולא נוח להשתמש בפלא בזמן טעינה עקב הצקה של הכבל",Negative
"המסך הוא 4 אבל נראה הרבה יותר קטן בגלל העיצוב של המכשיר",Negative
"למי שלא איכפת העיצוב הפלסטי של הגלקסי 5 הדגל החדש והוא חובבן גדול של סמסמונג",Negative
"את העיצוב לא אהבתי בכלל הוא דיי חסר טעם",Negative
"כל השיפורים שעשו הם זניחים ואף אחד לא משתש בהם הכיסוי האלומניום נסרט די בקלות וצריך לשמר עליו",Negative
"אולם החברה עשתה טעות בכך ששמה אותו בגב המכשיר",Negative
"העיצוב של פלאפון לא יפה כניסת טעניה לא usb אין בלוטוס להרחבת קבצים",Negative
"כפתור הנעילה מימין הוא בדיוק מול כפתורי עוצמת הסאונד אז המון פעמים כשרוצים להעלות ווליום נועלים את המכשיר",Negative
"בטריה שנגמרת מהר מאוד עיצוב משעמם תלות גדולה מידי באייטנוס",Negative
"מה שכן צריך להיתרגל לכפתורים שהם מאחור",Negative
"ועוד דבר אחד קטן המכשיר בנוי בצורה כזו שאי אפשר לפרק אותו בלי לגרום נזק לפנל מאחורה הפתיחה מאוד מסובכת ולא כל אחד יצליח אני כותב את זה כי הייתי רגיל לקנות את החלק באיי ביי ולהחליף בעצמי על ידי מדריך קטן מיוטוב אבל פה הסיפור שונה",Negative
"גימור הפלסטיק נוראי ועמידות המכשיר גם כן",Negative
"הפלסטיקה זולה כמובן כמו כל המכשירים האחרים מבית סמסונג ולא",Negative
"הפלסטיקה נוראית ואיכות השמע בינונית",Negative
"מיקום הכפתורים לא נכון אבל אפשר לחיות עם זה",Negative
"הגימור האחורי שלו מרגיש מעט זול",Negative
"המכשיר חיצונית לא מרשים במיוחד",Negative
"אין לו את רמת איכות החומרים שיש לאייפונים אבל לפחות המחיר שפוי",Negative
"מכשיר מדהים כמעט מכל בחינה למעט איכות הבנייה שמרגישה מעט זולה לטעמי",Negative
"אולם כעבור מספר ימים כפתור הנעילה התחיל מעט לקרטע אפשר לחיות",Negative
"יש אנשים עם בעיות בכפתור הראשי שבכלל מפסיק להגיב",Negative
"הפלסטיקה הזולה מסביב לא שונתה חבל",Negative
"אמנם בנוי מאלומיניום אכן דורש כיסוי אחרת ישאיר צלקת בכמעט כל נפילה אך לא כמו שרשום על הדף",Negative
"הרמקול בנוי למטה מאחור ושהמכשיר נמצע על השולחן לא שומעים את הצלצול",Negative
"עיצוב משעמם",Negative
"רמקול חזק מאוד למרות שמיקומו לא אידיאלי",Negative
"הגימור הפיזי די גרוע מבנה פלסטיק לא איכותי שנשרט אם לא שומרים עליו מכל משמר",Negative
"הכפתורים מאחורה בניגוד לרוב הטלפונים היום שיש להם כפתורים בצדדים אבל לא הייתי מחשיב את זה לא ליתרון ולא לחסרון זה עניין של טעם",Neutral
"העיצוב של סמסונג",Neutral
"ניכר שיש שינוי די משמעותי מהדגם הקודם הן מבחינה ויזואלית והן מבחינה טכנולוגית",Neutral
"לא רגיל לכפתורים האחוריים למרות שאהבתי את הרעיון של הדלקת המכשיר בדאבל קליק על המסך",Neutral
"אגב שימו לב שכניסת ה 3 5 מ מ של האוזניות ממוקמת למטה ולא למעלה כברוב הפלאפונים לדעתי זה לא הופך את חווית השימוש באוזניות לבעייתית",Neutral
"הייתי קורא לזה איכות בניה של אפל ולב של אנדרויד",Neutral
"עשוי מאלומיניום מלא לא מפלסטיק זול או זכוכית",Neutral
"גוף המכשיר לא חלק מדי לפי המפרט הזכוכית מוגנת בפני שריטות לא בדקתי מצבי קיצון",Neutral
"סמסונג קצת הפתיעו בעיצוב שונה מאוד מכל המכשירים האחרים שלהם",Neutral
"כפתורי הווליום נמצאים בגב המכשיר עניין של התרגלות",Neutral
